1,right,0.13358712196350098,0.7182850241661072,3.8136612090511335e-08,0.18172802031040192,0.6487569808959961,0.02208283357322216,0.2001454383134842,0.5864529609680176,0.030570244416594505,0.21448656916618347,0.546287477016449,0.02849549427628517,0.23043635487556458,0.5056538581848145,0.0256629828363657,0.15130354464054108,0.5300658345222473,0.03937875106930733,0.18412455916404724,0.48300406336784363,0.02982729859650135,0.20846600830554962,0.4634648263454437,0.02207421511411667,0.2284241020679474,0.45193639397621155,0.01816876046359539,0.137837752699852,0.5314759612083435,0.017364012077450752,0.18406689167022705,0.4820869266986847,-0.005345182027667761,0.2164747416973114,0.4830422103404999,-0.020475288853049278,0.24124372005462646,0.49175208806991577,-0.025303378701210022,0.1283533275127411,0.5398893356323242,-0.006350747309625149,0.18637047708034515,0.5011833906173706,-0.033525727689266205,0.2134590446949005,0.5391005277633667,-0.04118361696600914,0.22723016142845154,0.5733652710914612,-0.03741388022899628,0.12331666052341461,0.5523331165313721,-0.028515979647636414,0.145136296749115,0.4924507737159729,-0.048095352947711945,0.1677904725074768,0.45884764194488525,-0.05551919713616371,0.19181498885154724,0.434350848197937,-0.056759633123874664
1,left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,right,0.13301026821136475,0.7185156345367432,8.061645218049307e-08,0.1787261664867401,0.6549206972122192,0.01713218353688717,0.19693304598331451,0.5906581282615662,0.023257805034518242,0.20937636494636536,0.5492769479751587,0.01933574303984642,0.22318656742572784,0.5083324909210205,0.014584639109671116,0.1519443243741989,0.5339182615280151,0.03482472151517868,0.17986637353897095,0.4800114631652832,0.025620276108384132,0.20602157711982727,0.4539737105369568,0.018824556842446327,0.22813265025615692,0.4333486557006836,0.015567577444016933,0.13759386539459229,0.5360381007194519,0.014586592093110085,0.18502135574817657,0.4887145459651947,-0.010652653872966766,0.2166772484779358,0.510001540184021,-0.02602086216211319,0.237595796585083,0.5352886319160461,-0.02916497178375721,0.12693169713020325,0.5428205728530884,-0.007254068739712238,0.1834959089756012,0.5044388175010681,-0.036374107003211975,0.2115156054496765,0.5451194047927856,-0.044794827699661255,0.22446337342262268,0.5812676548957825,-0.040315546095371246,0.1190805584192276,0.5536917448043823,-0.027667924761772156,0.14210905134677887,0.49244168400764465,-0.045487187802791595,0.166013702750206,0.46254977583885193,-0.05075794830918312,0.18959155678749084,0.44175460934638977,-0.050069741904735565
2,left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,right,0.13020232319831848,0.7248883247375488,4.7898364385901004e-08,0.1756676733493805,0.6597105264663696,0.018150396645069122,0.1940375417470932,0.5949602127075195,0.024760965257883072,0.20632758736610413,0.552032470703125,0.021137526258826256,0.21964190900325775,0.5095532536506653,0.016703635454177856,0.14821985363960266,0.5369949340820312,0.03661186248064041,0.1762048602104187,0.4807581901550293,0.027539001777768135,0.20203985273838043,0.4552069306373596,0.020551610738039017,0.22438529133796692,0.4358794689178467,0.01702132262289524,0.1337001621723175,0.5392260551452637,0.015971127897500992,0.1813628226518631,0.4915136694908142,-0.010356346145272255,0.21314765512943268,0.5165351629257202,-0.02622879482805729,0.23330532014369965,0.5463449358940125,-0.02925777994096279,0.12304753065109253,0.5465896725654602,-0.006249255035072565,0.17848432064056396,0.5039744973182678,-0.0354134626686573,0.20738479495048523,0.5440215468406677,-0.043808162212371826,0.2208767533302307,0.5803943872451782,-0.03944648802280426,0.11523370444774628,0.5582257509231567,-0.027010615915060043,0.13752639293670654,0.4967275559902191,-0.04582754150032997,0.1612280160188675,0.4662553071975708,-0.05220680683851242,0.18507564067840576,0.4449336528778076,-0.0522090420126915
3,left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,right,0.12820880115032196,0.7297288179397583,1.3975358115203562e-07,0.17327998578548431,0.6609386205673218,0.019739532843232155,0.19036152958869934,0.596217155456543,0.028953207656741142,0.20262837409973145,0.5524224638938904,0.02817751280963421,0.21755371987819672,0.5102223753929138,0.026624202728271484,0.14372028410434723,0.5413984060287476,0.0383610725402832,0.17249397933483124,0.485591322183609,0.03018110804259777,0.19862383604049683,0.45916813611984253,0.02390492707490921,0.22075217962265015,0.440494179725647,0.020857946947216988,0.13057750463485718,0.5434823632240295,0.017576593905687332,0.17121665179729462,0.4821300506591797,-0.0033873915672302246,0.2043127417564392,0.4721226096153259,-0.01793358288705349,0.22920005023479462,0.47292035818099976,-0.02270304597914219,0.1208280473947525,0.552344024181366,-0.005211637355387211,0.17483827471733093,0.5046618580818176,-0.03422881290316582,0.20487013459205627,0.5417041182518005,-0.0440005362033844,0.22004878520965576,0.5785059332847595,-0.04095686599612236,0.1145145520567894,0.5647715926170349,-0.026367560029029846,0.13340644538402557,0.5009002089500427,-0.04864766448736191,0.1568550020456314,0.46619343757629395,-0.058448828756809235,0.18174497783184052,0.4431871175765991,-0.06107138842344284
4,left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,right,0.12594254314899445,0.7323126792907715,1.5775995620970207e-07,0.17397303879261017,0.6617928147315979,0.02449054829776287,0.19168058037757874,0.5990054607391357,0.036602143198251724,0.20449721813201904,0.5564653277397156,0.03791607916355133,0.2193956971168518,0.514141321182251,0.03856303542852402,0.14262180030345917,0.5403902530670166,0.047026146203279495,0.17322416603565216,0.4885953962802887,0.04163225740194321,0.1975034475326538,0.4616771936416626,0.03600890189409256,0.21763356029987335,0.44192570447921753,0.03278438746929169,0.12831652164459229,0.5417988300323486,0.024175457656383514,0.1678977906703949,0.48218709230422974,0.006870397366583347,0.1996256709098816,0.46124663949012756,-0.007044652011245489,0.2247874140739441,0.45233243703842163,-0.012662447988986969,0.11835700273513794,0.5506296753883362,-0.0007793937693350017,0.1731022596359253,0.5058298110961914,-0.028404835611581802,0.20348745584487915,0.5421273708343506,-0.03845992684364319,0.22011378407478333,0.5771298408508301,-0.03620513528585434,0.11353836953639984,0.5636194348335266,-0.0238417387008667,0.13388243317604065,0.5034754276275635,-0.046360861510038376,0.15582886338233948,0.46930992603302,-0.056901998817920685,0.1799537092447281,0.4449429512023926,-0.060379255563020706
5,left,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
